Name,Description
yihA,GTP-binding protein YihA
thiC,phosphomethylpyrimidine synthase
lldP,lactate/glycolate:H<sup>+</sup> symporter LldP
lptB,lipopolysaccharide transport system ATP binding protein LptB
yheV,DUF2387 domain-containing protein YheV
lolD,lipoprotein release complex - ATP binding subunit
yjhR,KpLE2 phage-like element; PLD-like domain-containing protein YjhR
yffR,CPZ-55 prophage; uncharacterized protein YffR
gspF,type II secretion system protein GspF
xapR,DNA-binding transcriptional activator XapR
talB,transaldolase B
yqeK,protein YqeK
yabR,protein YabR
csrB,small regulatory RNA CsrB
ygeF,protein YgeF
rcnB,periplasmic protein involved in nickel/cobalt export
arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
ycjP,putative ABC transporter membrane subunit YcjP
prlC,oligopeptidase A
yjjP,putative succinate exporter YjjP
yeeT,CP4-44 prophage; DUF987 domain-containing protein YeeT
xapA,xanthosine phosphorylase
cecR,DNA-binding transcriptional dual regulator CecR
ppa,inorganic pyrophosphatase
ygiV,DNA-binding transcriptional repressor YgiV
basR,DNA-binding transcriptional dual regulator BasR-phosphorylated // DNA-binding transcriptional dual regulator BasR
recB,exodeoxyribonuclease V subunit RecB
sbmA,peptide antibiotic/peptide nucleic acid transporter
ubiJ,ubiquinone biosynthesis accessory factor UbiJ
ydiQ,putative electron transfer flavoprotein subunit YdiQ
yjaH,DUF1481 domain-containing protein YjaH
yjbD,DUF3811 domain-containing protein YjbD
cynT,carbonic anhydrase 1
ychO,putative invasin YchO
yqiD,protein YqiD
tolA,Tol-Pal system protein TolA
yaiL,DUF2058 domain-containing protein YaiL
nhoA,arylamine <i>N</i>-acetyltransferase
tatB,twin arginine protein translocation system - TatB protein
ybfA,DUF2517 domain-containing protein YbfA
ansP,L-asparagine transporter
yoeF,CP4-44 prophage; putative uncharacterized protein YoeF
yeiQ,putative oxidoreductase YeiQ
ybiA,<i>N</i>-glycosidase YbiA
ryfA,small regulatory RNA RyfA
endA,DNA-specific endonuclease I
flgM,anti-sigma factor for FliA (&sigma;<sup>28</sup>)
ybjM,putative inner membrane protein
argV,tRNA-Arg(ACG)
alr,alanine racemase 1
folM,dihydromonapterin reductase
ycjW,DNA-binding transcriptional repressor YcjW
tp2,
ymdG,protein YmdG
gloC,hydroxyacylglutathione hydrolase GloC
yjiJ,putative transporter YjiJ
dksA,RNA polymerase-binding transcription factor DksA
yhhZ,putative endonuclease YhhZ
rpe,ribulose-phosphate 3-epimerase
leuZ,tRNA-Leu(UAA)
gadF,small regulatory RNA GadF
yneO,AIDA-I family autotransporter YneO
rlmM,23S rRNA 2'-<i>O</i>-ribose C2498 methyltransferase
ynaJ,DUF2534 domain-containing protein YnaJ
sdaB,L-serine deaminase II
sppA,"protease IV, a signal peptide peptidase"
phoE,outer membrane porin PhoE
gltK,glutamate/aspartate ABC transporter membrane subunit GltK
scpC,propionyl-CoA:succinate CoA transferase
cutA,copper binding protein CutA
slyX,protein SlyX
rplO,50S ribosomal subunit protein L15
hns,DNA-binding transcriptional dual regulator H-NS
melR,DNA-binding transcriptional dual regulator MelR
mtgA,peptidoglycan glycosyltransferase MtgA
ykgM,50S ribosomal subunit protein L31B
frlR,DNA-binding transcriptional regulator FrlR
dpaA,peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A
yoaE,TerC family inner membrane protein YoaE
dinQ,membrane toxin DinQ
trmJ,tRNA Cm32/Um32 methyltransferase
baxL,putative translational regulatory protein BaxL
fecD,ferric citrate ABC transporter membrane subunit FecD
ydjG,NADH-dependent methylglyoxal reductase
topA,DNA topoisomerase I
fucK,L-fuculokinase
wza,outer membrane polysaccharide export protein Wza
azuC,small regulatory membrane protein AzuC
ynbE,lipoprotein YnbE
ychN,DsrE/F sulfur relay family protein YchN
ecnA,"entericidin A lipoprotein, antidote to entericidin B"
rpnB,recombination-promoting nuclease RpnB
yjiG,Gate family protein YjiG
ravA,regulatory ATPase RavA
clpS,specificity factor for ClpA-ClpP chaperone-protease complex
yzcX,protein YzcX
tar,methyl-accepting chemotaxis protein Tar
lapA,lipopolysaccharide assembly protein A
csgA,curlin
argH,argininosuccinate lyase
tilS,tRNAIle-lysidine synthetase
yiiR,DUF805 domain-containing protein YiiR
caiF,DNA-binding transcriptional activator CaiF
hofN,DNA utilization protein HofN
ybiR,putative transporter YbiR
yecF,DUF2594 domain-containing protein YecF
glcG,putative heme-binding protein GlcG
yjhH,KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase
gsiB,glutathione ABC transporter periplasmic binding protein
gatA,galactitol-specific PTS enzyme IIA component
rarA,replication-associated recombination protein A
pinH,putative invertase fragment
mreC,cell shape determining protein MreC
rpmG,50S ribosomal subunit protein L33
fliH,flagellar biosynthesis protein FliH
dedD,cell division protein DedD
mdtK,multidrug efflux pump MdtK
insB3,IS1 protein InsB
folD,bifunctional methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase
yhdW,putative ABC transporter periplasmic binding protein YhdW
proW,glycine betaine ABC transporter membrane subunit ProW
eutG,putative alcohol dehydrogenase EutG
ydcA,protein YdcA
ygaQ,putative uncharacterized protein YgaQ
yfhR,putative peptidase
gsiC,glutathione ABC transporter membrane subunit GsiC
yeiE,DNA-binding transcriptional dual regulator YeiE
dapB,4-hydroxy-tetrahydrodipicolinate reductase
yjfY,DUF1471 domain-containing protein YjfY
yjbS,uncharacterized protein YjbS
sdhX,small regulatory RNA SdhX
rnpB,RNase P catalytic RNA component
modF,ABC family protein ModF
yiaA,PF05360 family inner membrane protein YiaA
yhjD,putative transporter YhjD
fbp,"fructose-1,6-bisphosphatase 1"
yafF,putative uncharacterized protein YafF
yhbE,putative transporter YhbE
higA,antitoxin/DNA-binding transcriptional repressor HigA
uvrY,DNA-binding transcriptional activator UvrY-phosphorylated // DNA-binding transcriptional activator UvrY
ymjC,putative uncharacterized protein YmjC
ycaD,putative transporter YcaD
abgA,<i>p</i>-aminobenzoyl-glutamate hydrolase subunit A
holA,DNA polymerase III subunit &delta;
ibpB,small heat shock protein IbpB
rcdB,putative DNA-binding transcriptional regulator YhjC
truC,tRNA pseudouridine<sup>65</sup> synthase
uspA,universal stress protein A
ydjE,putative transporter YdjE
insC4,IS2 insertion element repressor InsA
agaI,putative deaminase AgaI
yadS,PF03458 family protein YadS
ydiS,putative electron transfer flavoprotein-quinone oxidoreductase YdiS
yciQ,DUF2207 domain-containing protein YciQ
rlmJ,23S rRNA m<sup>6</sup>A2030 methyltransferase
ydhU,putative cytochrome YdhU
ymgK,protein YmgK
hyaE,putative HyaA chaperone
mglA,D-galactose/methyl-galactoside ABC transporter ATP binding subunit
yidJ,putative sulfatase/phosphatase YidJ
C0614,
yfeY,DUF1131 domain-containing lipoprotein YfeY
yeaO,DUF488 domain-containing protein YeaO
thrA,fused aspartate kinase/homoserine dehydrogenase 1
yagE,CP4-6 prophage; putative 2-dehydro-3-deoxygluconate aldolase
hisB,imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase
dusC,tRNA-dihydrouridine<sup>16</sup> synthase
rpsD,30S ribosomal subunit protein S4
kup,K<sup>+</sup>:H<sup>+</sup> symporter Kup
flgG,flagellar basal-body rod protein FlgG
malF,maltose ABC transporter membrane subunit MalF
mnmA,tRNA-specific 2-thiouridylase
ycaM,putative transporter YcaM
glvC,putative PTS enzyme II component GlvC
yfaL,putative autotransporter adhesin YfaL
waaO,"UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase"
elyC,envelope biogenesis factor
b2084,
kilS,Rac prophage; small RNA KilS
viaA,protein ViaA
lysU,lysyl-tRNA synthetase
pdxK,pyridoxine/pyridoxal/pyridoxamine kinase
secM,SecA translation regulator
yafT,lipoprotein YafT
lpoA,outer membrane lipoprotein - activator of MrcA activity
xynR,CP4-6 prophage; DNA-binding transcriptional repressor XynR
hisI,putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
basS,BasS-<i>N</i>-phospho-L-histidine // sensor histidine kinase BasS
yncH,DUF5445 domain-containing protein YncH
yfgO,putative transporter YfgO
zipA,cell division protein ZipA
slp,starvation lipoprotein
cysD,sulfate adenylyltransferase subunit 2
ugpA,<i>sn</i>-glycerol 3-phosphate ABC transporter membrane subunit UgpA
yiaC,peptidyl-lysine <i>N</i>-acetyltransferase YiaC
yeeN,putative transcriptional regulator YeeN
rpmF,50S ribosomal subunit protein L32
dgcP,diguanylate cyclase DgcP
gltP,glutamate/aspartate : H<sup>+</sup> symporter GltP
tcyN,cystine ABC transporter ATP binding subunit
recT,Rac prophage; recombinase RecT
drpB,cell division protein DrpB
valS,valine&mdash;tRNA ligase
metW,tRNA-initiator Met(CAU)
dcm,DNA-cytosine methyltransferase
b4700,
udk,uridine/cytidine kinase
ftsX,cell division protein FtsX
yiaV,putative membrane fusion protein YiaV
recQ,ATP-dependent DNA helicase RecQ
ylcH,DLP12 prophage; uncharacterized protein YlcH
aroD,3-dehydroquinate dehydratase
rodZ,cytoskeleton protein RodZ
hisJ,histidine ABC transporter periplasmic binding protein
ybcI,PF04307 family inner membrane protein YbcI
frr,ribosome-recycling factor
recC,exodeoxyribonuclease V subunit RecC
insB7,
rpsS,30S ribosomal subunit protein S19
murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
hrpB,RNA-dependent NTPase HrpB
rdcA,regulator of diguanylate cyclase RdcA
essQ,Qin prophage; putative prophage lysis protein EssQ
ykfA,CP4-6 prophage; putative GTP-binding protein YkfA
yibI,DUF3302 domain-containing protein YibI
malH,small regulatory RNA MalH
ccmF,holocytochrome <I>c</I> synthase CcmF component
ygiF,inorganic triphosphatase
rpsK,30S ribosomal subunit protein S11
fbaB,fructose-bisphosphate aldolase class I
pepB,aminopeptidase B
gapA,glyceraldehyde-3-phosphate dehydrogenase A
tdcE,activated 2-oxobutanoate formate-lyase / pyruvate formate-lyase 4 // 2-oxobutanoate formate-lyase/pyruvate formate-lyase 4
mtn,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
malI,DNA-binding transcriptional repressor MalI
yfjJ,CP4-57 prophage; protein YfjJ
cydC,heme ABC transporter subunit CydC
ccmB,cytochrome <i>c</i> maturation protein B
yajR,putative transport protein YajR
ybjQ,putative heavy metal binding protein YbjQ
yigE,DUF2233 domain-containing protein YigE
hxpA,hexitol phosphatase A
focB,formate channel FocB
ssuE,NADPH-dependent FMN reductase
holC,DNA polymerase III subunit &chi;
pdeA,putative cyclic di-GMP phosphodiesterase PdeA
aer,aerotaxis receptor
ppk,polyphosphate kinase
ykgP,putative oxidoreductase
eaeH,putative porin domain-containing protein EaeH
trhO,tRNA U34 hydroxylase TrhO
yejF,putative oligopeptide ABC transporter ATP binding subunit YejF
yiaM,"2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit"
yfjM,CP4-57 prophage; protein YfjM
abpB,CP4-57 prophage; putative helicase YfjK
thrB,homoserine kinase
yddB,putative TonB-dependent receptor YddB
nirD,nitrite reductase (NADH) small subunit
rclA,cupric reductase RclA
ymdB,"2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity"
rpmA,50S ribosomal subunit protein L27
codA,cytosine/isoguanine deaminase
ytfJ,PF09695 family protein YtfJ
ydiR,putative electron transfer flavoprotein subunit YdiR
rplX,50S ribosomal subunit protein L24
yciU,DUF440 domain-containing protein YciU
bglA,6-phospho-&beta;-glucosidase A
proP,osmolyte:H<sup>+</sup> symporter ProP
yebC,putative transcriptional regulator YebC
hslO,molecular chaperone Hsp33
flhC,DNA-binding transcriptional dual regulator FlhC
ydhX,putative 4Fe-4S ferredoxin-like protein YdhX
folC,bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase
csgG,curli secretion channel
leuE,leucine exporter
ybaN,DUF454 domain-containing inner membrane protein YbaN
rhlB,ATP-dependent RNA helicase RhlB
dcrB,periplasmic bacteriophage sensitivity protein DcrB
yrdB,DUF1488 domain-containing protein YrdB
ykgG,DUF162 domain-containing lactate utilization protein YkgG
hicA,mRNA interferase toxin HicA
ypjK,CP4-57 prophage; uncharacterized protein YpjK
mltA,membrane-bound lytic murein transglycosylase A
tgt,tRNA-guanine transglycosylase
umuC,DNA polymerase V catalytic protein
murD,UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase
pgaA,"partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine export outer membrane porin"
dusA,tRNA-dihydrouridine synthase A
yqeG,putative transporter YqeG
ychF,redox-responsive ATPase YchF
fdoI,formate dehydrogenase O subunit &gamma;
ymfR,e14 prophage; IPR020297 domain-containing protein YmfR
tam,<i>trans</i>-aconitate 2-methyltransferase
rsxA,SoxR [2Fe-2S] reducing system protein RsxA
gspM,type II secretion system protein GspM
rpnE,inactive recombination-promoting nuclease-like protein RpnE
aes,acetylesterase
yeiR,zinc-binding GTPase YeiR
frc,formyl-CoA transferase
ynfU,Qin prophage; putative zinc-binding protein YnfU
mrdB,peptidoglycan glycosyltransferase MrdB
purR,DNA-binding transcriptional repressor PurR
rraA,ribonuclease E inhibitor protein A
ygeI,protein YgeI
smg,DUF494 domain-containing protein Smg
metH,cobalamin-dependent methionine synthase
malE,maltose ABC transporter periplasmic binding protein
appY,DLP12 prophage; DNA-binding transcriptional activator AppY
mhpC,"2-hydroxy-6-ketonona-2,4-dienedioate hydrolase"
cdaR,DNA-binding transcriptional activator CdaR
hflK,regulator of FtsH protease
yaeH,DUF3461 domain-containing protein YaeH
ortT,orphan toxin OrtT
ilvI,"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit"
dusB,tRNA-dihydrouridine synthase B
hemE,uroporphyrinogen decarboxylase
yeiB,DUF418 domain-containing protein YeiB
fixX,putative ferredoxin FixX
jayE,e14 prophage; putative protein JayE
nrdH,glutaredoxin-like protein NrdH
yqgH,protein YqgH
clcA,chloride:H<sup>+</sup> antiporter ClcA
treF,cytoplasmic trehalase
chbC,"<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component"
grpE,nucleotide exchange factor GrpE
pfkA,6-phosphofructokinase 1
lspA,lipoprotein signal peptidase
leuL,<i>leu</i> operon leader peptide
ynfE,putative selenate reductase YnfE
ppx,exopolyphosphatase
csdA,cysteine sulfinate desulfinase
ydhL,DUF1289 domain-containing protein YdhL
asompR,small antisense RNA AsompR
ymgG,PF13436 family protein YmgG
tynA,copper-containing amine oxidase
adiC,arginine:agmatine antiporter
insA6,IS1 protein InsA
rlmB,23S rRNA 2'-<i>O</i>-ribose G2251 methyltransferase
dsdX,D-serine transporter
dcd,dCTP deaminase
appA,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase
hycD,hydrogenase 3 membrane subunit HycD
dnaE,DNA polymerase III subunit &alpha;
lepA,30S ribosomal subunit biogenesis factor LepA
mnmE,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
putP,proline:Na<sup>+</sup> symporter
cysI,"sulfite reductase, hemoprotein subunit"
ispZ,small regulatory RNA IspZ
ynaE,Rac prophage; uncharacterized protein YnaE
ydhK,putative transporter YdhK
yjiN,DUF445 domain-containing protein YjiN
yqhG,DUF3828 domain-containing protein YqhG
hupA,DNA-binding protein HU-&alpha;
rna,RNase I
tolC,outer membrane channel TolC
aroH,"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive"
yqfB,<i>N</i><sup>4</sup>-acetylcytidine amidohydrolase
elaB,tail-anchored inner membrane protein ElaB
phr,deoxyribodipyrimidine photolyase
yjiR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR
yidC,membrane protein insertase YidC
rpsU,30S ribosomal subunit protein S21
cmoB,tRNA U34 carboxymethyltransferase
rplT,50S ribosomal subunit protein L20
yfeW,penicillin binding protein 4B
deoR,DNA-binding transcriptional repressor DeoR
bcsG,cellulose phosphoethanolamine transferase
alaW,tRNA-Ala(GGC)
yjiK,PF06977 family protein YjiK
pppA,prepilin peptidase
ulaG,L-ascorbate-6-phosphate lactonase
panE,2-dehydropantoate 2-reductase
yiaG,putative DNA-binding transcriptional regulator YiaG
ymfI,e14 prophage; uncharacterized protein YmfI
malS,alpha-amylase
kdpB,K<sup>+</sup> transporting P-type ATPase subunit KdpB
pepE,peptidase E
yfbM,DUF1877 domain-containing protein YfbM
yphF,putative ABC transporter periplasmic binding protein YphF
uhpA,UhpA-Phosphorylated // DNA-binding transcriptional activator UhpA
gltX,glutamate&mdash;tRNA ligase
sroA,small RNA SroA
ychS,putative uncharacterized protein YchS
yhaI,putative inner membrane protein
xdhD,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit
glpT,sn-glycerol 3-phosphate:phosphate antiporter
rpsC,30S ribosomal subunit protein S3
ypeC,DUF2502 domain-containing protein YpeC
def,peptide deformylase
envC,murein hydrolase activator EnvC
elaA,putative acetyltransferase ElaA
paaH,3-hydroxyadipyl-CoA dehydrogenase
fumA,fumarase A
hycB,hydrogenase 3 iron-sulfur protein HycB
creC,sensory histidine kinase CreC
yibN,putative sulfurtransferase YibN
acnA,aconitate hydratase 1
thiS,sulfur carrier protein ThiS
ryfB,
rpsH,30S ribosomal subunit protein S8
kdsB,3-deoxy-<i>manno</i>-octulosonate cytidylyltransferase
yfcE,phosphodiesterase YfcE
fldA,oxidized flavodoxin 1 // flavodoxin 1
ydeA,L-arabinose exporter
priA,primosomal protein N'
insAB4,InsAB' transposase
